名字,链接,地址,介绍,开放时间,图片链接,评分,建议游玩时间,建议季节,门票,小贴士,Page,城市
石壁山,http://travel.qunar.com/p-oi715232-shibishan,,石壁山风景区中木郁郁苍苍，有明代的古树名木，又有新栽的博士林，有古寺“雷音寺”，有自然景点“谏玉泉”，有近代建筑物“粤东一壁”（赵朴初题）牌坊、纳海楼、丽泽湖、飞虹桥等。山腰上灵气呈祥，闻名的饶平二中就坐落在石壁山南麓，每天可闻琅琅的读书声。中国佛教协会会长赵朴初、著名书画家关山月、汉学大师饶宗颐、饶平籍的剧作家郭启宏等十多位名家均为石壁山景区赠墨题字，使河山增辉，名贯粤东。雷音古寺位于栖云山南麓，明嘉靖二十八年（1532年），黄冈上步村余散人在栖云...石壁山风景区中木郁郁苍苍，有明代的古树名木，又有新栽的博士林，有古寺“雷音寺”，有自然景点“谏玉泉”，有近代建筑物“粤东一壁”（赵朴初题）牌坊、纳海楼、丽泽湖、飞虹桥等。山腰上灵气呈祥，闻名的饶平二中就坐落在石壁山南麓，每天可闻琅琅的读书声。中国佛教协会会长赵朴初、著名书画家关山月、汉学大师饶宗颐、饶平籍的剧作家郭启宏等十多位名家均为石壁山景区赠墨题字，使河山增辉，名贯粤东。雷音古寺位于栖云山南麓，明嘉靖二十八年（1532年），黄冈上步村余散人在栖云山长神洞旁建造一座石亭，亭内有人住守，以看护亭前墓葬（该古墓曰黄牛听金钟），时常向长神洞山神焚香点烛、祈求平安。后来逐渐演变成雷音古寺。清朝乾隆年间，江西省景德镇发生窑变，出现了十八尊罗汉。每尊罗汉背后都有“潮州雷音古寺”字样。县官奏报朝廷，皇上下旨来潮州寻找雷音古寺，潮州知府忙通知各县寻觅，后来才在黄冈栖云山长神洞旁找到这个“雷音古寺”。因该寺供奉的十八罗汉与窑像酷似，而这个雷音寺以上神洞巨石为后壁，故后人又称雷音古寺为“石壁庵”，原来的栖云山，也叫成石壁.,,,5.0,,,,,4,潮州
福山镇Fushanzhen,http://travel.qunar.com/p-oi22945136-fushanzhen,,福山镇位于海南省澄迈县北部临海，森林覆盖率高，空气新鲜，是海南省较早种植咖啡的地方。,,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/45c4b6d87d28215fcfb5dceeef8e1e55.jpg_480x360x95_004f2b92.jpg,5.0,建议游览时间：12小时 - 3天,,具体收费情况以现场公示为主,,3,澄迈
南乐字圣街ZiSheng Jie,http://travel.qunar.com/p-oi24441164-nanlezishengjie,,,,,5.0,,,,,4,濮阳
宝塔礁Pagoda Reef,http://travel.qunar.com/p-oi704774-baotajiao,"

地址:
烟台市蓬莱区庙岛西北处的犁具把岛


电话:
0535-6685810

",宝塔礁因礁石形似宝塔而得名。礁石高约21米，直径约5米，其状犹如一座挺立的巨塔，无论从哪个角度观赏，总会领略出不同的天然妙韵，让人为自然力之伟大而赞叹。宝塔礁是由石英岩交替叠压而成，横石纹路将塔分成几个直层，竖立的岩线，又将每一层都割裂成多段，在这纵横交错之下仿佛这塔并不是一个严密的整体，而是一个由大小不等、形状不同的石块堆砌而成的松散的建筑。如今在礁石南侧相邻的小岛上修起了一座洁白的导航灯塔，岛上的白塔与海中的宝塔并肩而立，堪称海上的一道亮丽的风景线。,全年 全天开放,https://img1.qunarzz.com/travel/poi/1803/3e/ad34a1208166e337.jpg_480x360x95_c6c0cefe.jpg,5.0,建议游览时间：1小时,最佳出游时间为夏季，海风湿润凉爽，空气清新，游泳戏水，吃海鲜、漫步沙滩，非常惬意，若是幸运，还可看到海市蜃楼。,免费,1、 长岛温度较低，夜间温度不足20度，建议携带薄的外套。2、 注意防晒，遮阳帽，防晒霜，太阳镜，必不可少。3、 晕船的游客提前做好准备，在长岛游玩，乘船必不可少。,3,烟台
太行山,http://travel.qunar.com/p-oi705988-taihangshan,"

地址:
河南省焦作市


官网:
http://www.thdxg.net/

",太行山位于山西省与华北平原之间，纵跨北京、河北、山西、河南4省、市，山脉北起北京市西山，向南延伸至河南与山西交界地区的王屋山，西接山西高原，东临华北平原，呈东北—西南走向，绵延数400余公里。太行山内涵盖多处景区，其中包括：通天峡景区、苍岩山景区、京娘湖景区、古武当山景区、七步沟景区、长寿村景区、朝阳沟景区、太行山大峡谷景区、猕猴保护区、王屋山、太行八陉、地质博物馆等等。太行山形势险峻，历来被视为兵要之地。从春秋战国直到明、清，两千多年间烽火不息。,"太行大峡谷：08:00-17:30 
 太行大峡谷漂流：每周二、周四、周六、周日：14:30-16:30",https://img1.qunarzz.com/travel/d3/1711/c7/f664584637a38eb5.jpg_480x360x95_8db1c94f.jpg,5.0,,从气候上看，太行山属暖温带半湿润大陆性季风气候，全年冬无严寒，夏太行山大峡谷无酷暑，雨热同季，虽四季分明，但冬长夏短。7月是太行山气温最高、降雨最多的一个月，同时也是雷暴天气最多的一个月，所以选择7月去大峡谷时机并不算好，相对来说5-6月以及8-9月应该是最佳旅游时间，这段时间气温比较适宜，山上的风景应该很漂亮，不过5月和8月的雨水稍多些，但通常不会下得很大，雨后的空气一定会更清新，而且雨后易出雾，景色还会更美。而4月，10月温度稍低了些，最低气温只有5、6℃的样子，有点冷，选择这个时间段来旅游，一定要带足衣服，注意保暖，穿棉衣都不为过。,"太行大峡谷
 全价票：160.00元（含观光车60.00元）
 半价票：110元
 漂流票：138元

 ◆
半价票优惠范围和凭证 
 1.全日制在校学生（不含成人教育），凭学生证享受优惠； 
 2.在三八妇女节、五四青年节、教师节游览景区的游客，凭单位介绍信享受优惠； 
 3.持有残疾证的残疾人； 
 4.60岁－65岁（不含）的老年人，凭身份证或老年人优待证； 

◆免费票优惠范围和凭证 
 1.现役军人和武警官兵，凭有效证件享受优惠； 
 2.安阳区域内65岁以上老年人，外地70岁以上老年人，凭身份证或老年人优待证享受优惠； 
 3.离休人员，凭离休证享受优惠； 
 4.省、部级以上劳模，需持有相关部门颁发的荣誉证书； 

◆地方票优惠范围和凭证 
 林州市居民在国家法定休假日以外时间购票，凭本人身份证，每人可购买地方票一张。 
 林州市居民在国家法定休假日购票，不享受优惠票价。 

◆儿童票优惠范围 
 身高1.20米以下的儿童，由家长陪护，门票和内部观光费全免；不包括由学校组织的校外集体活动。


说明 1.景区参观券为通票制（包含：桃花谷、太行天路和王相岩），不出售单独景点的参观券，票价内包括门票（100.00元/人）和观光车费（60.00元/人）。
 2.票价优惠限于门票部分，景区内部观光车费无优惠。
 3.参观券有效时间为48小时，游客可自行安排参观顺序和时间，但同一景点仅可参观一次。
 4.请通过正规渠道购票，过低票价可能存在风险，景区不对由此造成的损失负责。




",,1,焦作
宁安上京龙泉府故城,http://travel.qunar.com/p-oi707799-ninganshangjinglongquan,,位于镜泊湖东北牡丹江畔。渤海国是唐代我国东北地区为主体建立的“海东盛国”，初称“震国”，后改称“渤海国”。渤海国共设“五京”。“上京”即为其都城。古城远处四面环山，近处三面濒临牡丹江。上京城建制和规模完全仿唐都长安城兴筑。其建制和规模完全仿唐都长安城，略成长方形，且城中套城，分外城、内城和宫城（紫禁城）三部分，距今已有千年。外城周长约17．5公里，四面十门，城垣土石间筑，残高平均2米左右。内城在外城北部正中，周长约4．5公里，城垣石筑。宫城在内城北部...位于镜泊湖东北牡丹江畔。渤海国是唐代我国东北地区为主体建立的“海东盛国”，初称“震国”，后改称“渤海国”。渤海国共设“五京”。“上京”即为其都城。古城远处四面环山，近处三面濒临牡丹江。上京城建制和规模完全仿唐都长安城兴筑。其建制和规模完全仿唐都长安城，略成长方形，且城中套城，分外城、内城和宫城（紫禁城）三部分，距今已有千年。外城周长约17．5公里，四面十门，城垣土石间筑，残高平均2米左右。内城在外城北部正中，周长约4．5公里，城垣石筑。宫城在内城北部正中，周长约2．5公里，城垣石筑，残垣平均高3米以上。宫殿在宫城中轴线上，今存五重殿基。宫城正南的午门，台基高近6米，其东...,,,5.0,,,,,3,牡丹江
铜石岭风景区,http://travel.qunar.com/p-oi703559-tongshilingfengjingqu,"

地址:
广西玉林北流市城东１０公里的民安镇附近


电话:
0775-6222873

","铜石岭有汉代冶铜和铸造铜鼓遗址，是广西壮族自治区重点文物保护单位。北流出土120多面铜鼓和世界铜鼓王铸造均在铜石岭。铜石岭在北流市城东10公里的民安镇附近，分大小二山，远望则像只有一山，圭江自南而北绕过山前。此山层变耸秀，巍峨壮观，石皆紫铜色，最高峰凤凰顶海拔421．9米。大铜石岭三面绝壁可从东闸门、西闸门攀登山顶。山顶宽广数里，山峦层迭。山上有著名的石花厅，供奉佛像，过去有和尚念经。谷间有大池塘，名灵池，四季不涸。东面悬崖，有瀑布从顶上飞泻而下，半山悬...铜石岭有汉代冶铜和铸造铜鼓遗址，是广西壮族自治区重点文物保护单位。北流出土120多面铜鼓和世界铜鼓王铸造均在铜石岭。铜石岭在北流市城东10公里的民安镇附近，分大小二山，远望则像只有一山，圭江自南而北绕过山前。此山层变耸秀，巍峨壮观，石皆紫铜色，最高峰凤凰顶海拔421．9米。大铜石岭三面绝壁可从东闸门、西闸门攀登山顶。山顶宽广数里，山峦层迭。山上有著名的石花厅，供奉佛像，过去有和尚念经。谷间有大池塘，名灵池，四季不涸。东面悬崖，有瀑布从顶上飞泻而下，半山悬崖上有岩洞，名""会仙亭""，瀑布从檐前泻落，四时如雨，好似""水帘洞""，盛夏清爽宜人。会仙亭始建于元至顺四年（1332年），明代重修，后又改建为厅。过去岩石中供奉佛像。小铜石岭南面山腰、山麓分别有双女石""和""北流八景""之一的""石鲤喷泉""。铜石岭景观绮丽，气势雄伟壮观，集众多的深洞石岩、悬崖峭壁、石景奇观于一体，共有十岩、七洞、三池、十泉、108个奇异石景唐初建铜州，因此山而得名。攀登山顶，举目眺望，勾漏群峰，圭江水色，北流市城市崭新风貌，尽收眼底。北流市铜石岭风景区具有奇特的自然丹霞景观和丰富的历史文化内涵，是国内不可多得的旅游景区，开发前景十分广阔。经广西旅游规划设计院规划，确定建设门景区、铜鼓文化区、综合服务、汉代冶铜遗址区、汉代民居村和登山游览区等六个功能区。",全天,,5.0,,,5元,,2,玉林
滇中植物园Dianzhong Botanical Garden,http://travel.qunar.com/p-oi19494276-dianzhongzhiwuyuan,,"滇中植物园位于玉溪，园内种植了大量的花卉，有金盏菊、美女樱和薰衣草，每当鲜花盛开时，红色、黄色和紫色的花儿随风摇曳，格外迷人，非常适合拍照。
",,,5.0,建议游览时间：3小时,,,,1,玉溪
珠海和田度假村,http://travel.qunar.com/p-oi713266-zhuhaihetiandujiacun,"

地址:
珠海市香洲区前山兰埔圆明新园西侧

","以养生保健为主题的休闲度假酒店,坐落在珠海风景秀丽的大石林山下，各室外泡浴池依山势而筑，风格质朴，其整体风格充满盛唐宫廷韵味，吸收温和细腻的日本温泉沐浴文化，并融入现代SPA水疗与中医养生概念，是完美的度假胜地之选",全天开放,https://img1.qunarzz.com/travel/poi/1808/fe/7ac7d1fd78f56737.jpg_480x360x95_c65b305e.jpg,5.0,,,包含在酒店门票内,,5,珠海
琼中白沙起义纪念碑Qiongzhong Baisha Uprising Monument,http://travel.qunar.com/p-oi24406510-qiongzhongbaishaqiyiji,"

地址:
海南省琼中黎族苗族自治县红毛镇

",,全年 全天开放,,5.0,,,,,2,琼中
红色娘子军雕像,http://travel.qunar.com/p-oi708592-hongseniangzijundiaoxiang,"

地址:
琼海市东风路与人民路交叉处

",位于琼海市南门的街心公园，于1985年8月1日落成揭幕。雕像由花岗石雕刻而成，坐北向南，高3．7米，连底座总高6．8米。座基石板铺设，四周呈六角形，围以石栏杆，占地面积40平方米。雕像后面是园林花圃等。红色娘子军纪念雕像将红军女战士脚穿草鞋、肩背竹笠、风尘仆仆的一代巾帼英雄的气概充分展现。雕像底座正面有胡耀邦金字题词：“红色娘子军”。底座背面刻有如下文字：“红色娘子军即中国工农红军第二独立师女子军特务连。”1931年5月1日创建于乐会县第四区革命根据地。她们在中共...位于琼海市南门的街心公园，于1985年8月1日落成揭幕。雕像由花岗石雕刻而成，坐北向南，高3．7米，连底座总高6．8米。座基石板铺设，四周呈六角形，围以石栏杆，占地面积40平方米。雕像后面是园林花圃等。红色娘子军纪念雕像将红军女战士脚穿草鞋、肩背竹笠、风尘仆仆的一代巾帼英雄的气概充分展现。雕像底座正面有胡耀邦金字题词：“红色娘子军”。底座背面刻有如下文字：“红色娘子军即中国工农红军第二独立师女子军特务连。”1931年5月1日创建于乐会县第四区革命根据地。她们在中共琼崖特委领导下，出色地完成了保卫领导机关，宣传发动群众等项任务，并配合主力部队作战，在伏击沙帽岭、火攻文市炮楼、拔除阳江据点及马鞍岭阻击战斗中，不怕牺牲，英勇杀敌，为琼崖革命立下功勋，斯为妇女解放运动之旗帜，海南人民之光荣，娘子军革命精神永存！”。1990年，海南省人民政府确定红色娘子军雕像为重点革命纪念建筑物保护单位。,全天,https://img1.qunarzz.com/travel/d5/201406/13/dd2bdcc65e98211fddb12cfb.jpg_480x360x95_585421be.jpg,5.0,,,30元,,2,琼海
金沙江大桥,http://travel.qunar.com/p-oi7588190-jinshajiangdaqiao,"

地址:
甘孜藏族自治州巴塘县	

",站在大桥上湖泊、雪山尽收眼底，美不胜收。,全天,https://img1.qunarzz.com/travel/poi/1412/a6/a6f0d5b08cc6d5cccdb.jpg_480x360x95_9b407588.jpg,5.0,建议游览时间：0.5小时,,{'【小团纯玩】川藏10日|成都色达稻城理塘芒康进藏然乌冰川羊湖林芝赏花！三环接送+氧气!车配单反或飞机\n\n': ['¥3180起']},,4,甘孜
